address,city,country,longitude,name,province_nameChanged
667 Royal Palm Beach Blvd,West Palm Beach,US,-80.2306,KFC,FL
727 E Brundage Ln,Sheridan,US,-106.94419,Jimmy John's,WY
1695 Coffeen Ave,Sheridan,US,-106.94035,Subway,WY
1729 Dell Range Blvd,Cheyenne,US,-104.79919,Taco Bell,WY
54 E May St,Winder,US,-83.71989,Captain D's,GA
512 E Nelson St,Lexington,US,-79.43546,Arby's,VA
531 E Nelson St,Lexington,US,-79.4365,Wendy's,VA
798 N Main St,Marion,US,-81.5078,KFC,VA
905 N Main St,Marion,US,-81.50661,Long John Silver's,VA
347 N Main St,Marion,US,-81.515168,Hardee's,VA
947 N Main St,Marion,US,-81.50504,Arby's,VA
811 N Main St,Marion,US,-81.508281,Wendy's,VA
7938 Winchester Rd,Memphis,US,-89.798222,Checkers,TN
9247 Middlebelt Rd,Romulus,US,-83.32703,Checkers,MI
140 S 8th St,Medford,US,-90.33291,McDonald's,WI
230 S 8th St,Medford,US,-90.333204,Hardee's,WI
2410 S Cobb Dr SE,Smyrna,US,-84.53855,Checkers,GA
701 Northside Dr E,Statesboro,US,-81.76179,Checkers,GA
249 S Mountain Blvd,Mountain Top,US,-75.9005,McDonald's,PA
2401 S Smith Blvd,Arlington,US,-77.042482,Five Guys,VA
1135 Northern Blvd,Clarks Summit,US,-75.6955,Wendy's,PA
224 Allegheny Boulevard,Brookville,US,-79.097266,Arby's,PA
801 Sr 29 N,Tunkhannock,US,-75.95031,Burger King,PA
2185 S Broadway,Santa Maria,US,-120.436295,Carl's Jr.,CA
294 E Baltimore Ave,Media,US,-75.38519,Wendy's,PA
2050 W Main St,Turlock,US,-120.872609,Taco Bell,CA
3430 Tully Rd Ste 65,Modesto,US,-121.0113,Jack in the Box,CA
1020 West Fulton St Suite G,Waupaca,US,-89.10863,Arby's,WI
24429 Riverside Dr,Grundy,US,-82.1177,Hardee's,VA
1877 Carrollton Pike,Hillsville,US,-80.764376,McDonald's,VA
115 N Main St,Hillsville,US,-80.734724,Hardee's,VA
1200 Broadway,Placerville,US,-120.7881,McDonald's,CA
1001 Sperry Ave,Patterson,US,-121.14104,McDonald's,CA
100 Walker St,Lexington,US,-79.4355,KFC,VA
2715 Black Oak Dr,Paso Robles,US,-120.6865,McDonald's,CA
27494 Dana Circle,Kettleman City,US,-119.9592,Taco Bell,CA
4821 Williamsburg Rd,Henrico,US,-77.3489,KFC,VA
700a Main St N,Amory,US,-88.49107,Domino's Pizza,MS
142 S George St,York,US,-76.726687,McDonald's,PA
601 N Enola Rd,Enola,US,-76.925332,Wendy's,PA
1075 W Henderson Ave,Porterville,US,-119.042232,Jack in the Box,CA
805 N Main St,Providence,US,-71.4075,KFC,RI
2304 Spring St,Paso Robles,US,-120.692375,Jack in the Box,CA
181 James Reynolds Road,Swansea,US,-71.2642,McDonald's,MA
127 Motel Dr,Saint George,US,-80.6032,Waffle House,SC
1622 US Hwy 501,Conway,US,-79.0655,McDonald's,SC
2913 Hwy 17 Business,Murrells Inlet,US,-79.0131,McDonald's,SC
2306 S Broadway,Santa Maria,US,-120.435907,Jack in the Box,CA
1041 E Main St,Santa Maria,US,-120.41833,Jack in the Box,CA
2610 Hilltop Dr,Redding,US,-122.359297,Taco Bell,CA
955 Embarcadero del Mar,Goleta,US,-119.85745,Domino's Pizza,CA
295 Academy Ave,Sanger,US,-119.5574,McDonald's,CA
2349 Taylor St,Columbia,US,-81.017,KFC,SC
191 E Highway 246,Buellton,US,-120.189102,Taco Bell,CA
4301 Sunset Blvd,Lexington,US,-81.1534,Hardee's,SC
61104 Airport Rd,Slidell,US,-89.8252,Krystal,LA
106 Highway 72,South Pittsburg,US,-85.68829,Krystal,TN
860 N Orleans St,Chicago,US,-87.63753,BIG & little's Restaurant,IL
120 Veterans Rd,Columbia,US,-80.957242,Hardee's,SC
2340 Decker Blvd,Columbia,US,-80.9477,KFC,SC
1919 S Broadway,Santa Maria,US,-120.436657,Taco Bell,CA
8208 Two Notch Rd,Columbia,US,-80.9376,Waffle House,SC
210 W Columbia Ave,Batesburg,US,-81.531756,McDonald's,SC
2200 W Dekalb St,Camden,US,-80.644851,Arby's,SC
500 Hopkins Corner Dr,Waynesboro,US,-82.02287,Burger King,GA
10809 Turner Blvd,Longmont,US,-104.981604,Arby's,CO
2339 N Main Street,Longmont,US,-105.1032,SONIC Drive In,CO
8401 Dorchester Road,North Charleston,US,-80.1083,McDonald's,SC
302 College Park Blvd,Ladson,US,-80.0915,McDonald's,SC
6889 Dorchester Rd,North Charleston,US,-80.06793,Burger King,SC
4709 Dorchester Rd,North Charleston,US,-80.01976,Burger King,SC
7250 Rivers Ave,Charleston,US,-80.0372,Five Guys,SC
103 McMurry Blvd,Hartsville,US,-86.16198,McDonald's,TN
2918 20th Ave,Valley,US,-85.18188,Krystal,AL
9215 Evan Way,Bluffton,US,-80.97804,Wendy's,SC
8548 Grahamville Rd,Ridgeland,US,-80.96892,McDonald's,SC
2370 S Val Vista Dr,Gilbert,US,-111.7562,Raising Cane's Chicken Fingers,AZ
1731 Reidville Rd,Spartanburg,US,-81.985114,Arby's,SC
615 S. Main Street,Ashland City,US,-87.0589,SONIC Drive In,TN
1792 Hwy 14 East,Landrum,US,-82.16137,Bojangles' Famous Chicken 'n Biscuits,SC
1905 S Church St,Murfreesboro,US,-86.39554,Wendy's,TN
4114 Hillsboro Rd,Nashville,US,-86.8176,McDonald's,TN
401 South Main Street,Ashland City,US,-87.059797,Taco Bell,TN
2421 West Palmetto Street,Florence,US,-79.8187,SONIC Drive In,SC
1520 State St,Racine,US,-87.79951,McDonald's,WI
295 New Frantz Road,Bartonsville,US,-75.26886,Sonic Drive-In,PA
2400 Mt Rushmore Rd,Rapid City,US,-103.231761,Arby's,SD
143 Gold Star Hwy,Groton,US,-72.0641,Five Guys,CT
803 Foothills Dr,Maryville,US,-83.9988,McDonald's,TN
7339 Kingston Pike,Knoxville,US,-84.03183,QDOBA Mexican Eats,TN
1217 Oak Ridge Turnpike,Oak Ridge,US,-84.250773,Krystal,TN
1035 I 35 W,New Braunfels,US,-98.1249,McDonald's,TX
5015 Westheimer Rd Ste 1340,Houston,US,-95.46134,McDonald's,TX
5015 Westheimer Rd Ste 1300,Houston,US,-95.46134,Taco Bell,TX
5324 4th St NW,Albuquerque,US,-106.6411,McDonald's,NM
5647 Dorchester Rd,North Charleston,US,-80.050168,Taco Bell,SC
3298 N State Road 7,Fort Lauderdale,US,-80.2031,KFC,FL
1690 White Bear Ave N,Saint Paul,US,-93.0243,SUBWAY,MN
3033 Winchester Ave,Ashland,US,-82.62167,Captain D's,KY
1687 W State Highway 46,New Braunfels,US,-98.16039,Whataburger,TX
235 W Woodrow Wilson Ave,Jackson,US,-90.19321,Captain D's,AL
6860 N Oak Trfy,Kansas City,US,-94.57663,Captain D's,MO
1817 Ashville Rd,Leeds,US,-86.5222,Captain D's,AL
835 Blue Lakes Blvd N,Twin Falls,US,-114.46079,Cafe Rio,ID
1005 Kings Highway St,Rolla,US,-91.778376,Arby's,MO
166 N 200 E,Roosevelt,US,-109.989418,Arby's,UT
4729 Harrison Blvd,Ogden,US,-111.94942,Carl's Jr.,UT
230 S China Lake Blvd,Ridgecrest,US,-117.669923,Carl's Jr.,CA
500 S Highway 160,Pahrump,US,-115.9911,Carl's Jr.,NV
93 Fair Ln,Placerville,US,-120.831145,Carl's Jr.,CA
437 Old Mammoth Rd,Mammoth Lakes,US,-118.96635,Carl's Jr.,CA
2280 Arden Way,Sacramento,US,-121.41111,Carl's Jr.,CA
2219 S Interstate 35,San Marcos,US,-97.95443,Carl's Jr.,TX
5320 John F Kennedy Blvd,North Little Rock,US,-92.25282,Captain D's,AR
1411 Pine St,Arkadelphia,US,-93.06382,Arby's,AR
1057 W Prospect Rd,Ashtabula,US,-80.796543,Arby's,OH
1411 S Main St,Atmore,US,-87.49368,Arby's,AL
1 Cnn Center,Atlanta,US,-84.3943,Arby's,GA
406 Southbridge St,Auburn,US,-71.8385,Arby's,MA
309 Route 315 Hwy,Pittston,US,-75.763176,Arby's,PA
315 S Mill St,Pryor,US,-95.3209,Arby's,OK
7355 W Colfax Ave #102,Denver,US,-105.0784,Jimmy John's,CO
1999 E Fry Blvd,Sierra Vista,US,-110.27806,Arby's,AZ
829 Old Post Rd,Sidney,US,-102.95031,Arby's,NE
109 E Bert Kouns,Shreveport,US,-93.749316,Arby's,LA
711 Highway 71 W,Bastrop,US,-97.35133,Carl's Jr,TX
1149 E Atlantic St,South Hill,US,-78.10693,Arby's,VA
908 S Thompson St,Springdale,US,-94.13946,Arby's,AR
611 N 10th Ave,Caldwell,US,-116.68011,Carl's Jr.,ID
306 N Nevada Ave,Colorado Springs,US,-104.82187,Carl's Jr.,CO
1565 Gateway Blvd.,Cottage Grove,US,-123.0539,Carl's Jr.,OR
1391 University Ave S,Fairbanks,US,-147.8117,Carl's Jr,AK
2350 2nd Ave SE,Cambridge,US,-93.194886,Arby's,MN
300 South Blvd,Brewton,US,-87.07676,Arby's,AL
105 N Walton Ave,Benson,US,-78.5396,Char-Grill,NC
747 Nebraska Ave,Lompoc,US,-119.384,Burger King,CA
2905 Northtowne Ln Ste 120,Reno,US,-119.78214,Quiznos,NV
13366 Lincoln Way,Auburn,US,-121.057,KFC,CA
1803 Santa Rita Rd 299,Pleasanton,US,-121.8746,KFC,CA
5700 Denton Hwy,Fort Worth,US,-97.2631,Crispy Chicken & Seafood,TX
1604 N State St,Greenfield,US,-85.77044,KFC,IN
35 E 96th St,Indianapolis,US,-86.15693,Arby's,IN
8829 S 180th St,Kent,US,-122.2216,Jack in the Box,WA
3601 4th St NW,Albuquerque,US,-106.645484,Wendy's,NM
1 Willowdale Dr,Frederick,US,-77.4508,KFC,MD
4025 Holcomb Bridge Rd,Norcross,US,-84.2571,KFC,GA
325 W IL Route 173,Antioch,US,-88.094376,KFC,IL
8251 Central Ave,Capitol Heights,US,-76.86373,Taco Bell,MD
116 N Larkin Ave,Joliet,US,-88.1242,KFC,IL
9564 Quivira Rd,Lenexa,US,-94.7237,KFC,KS
15869 Fountain Plaza Dr,Chesterfield,US,-90.5656,Five Guys,MO
3821 Tower Avenue,Superior,US,-92.1047,Arby's,WI
12945 Rolling Ridge Road,Becker,US,-93.8626,McDonalds,MN
1209 Leonard St NW,Grand Rapids,US,-85.698127,Burger King,MI
1215 Gun Club Rd,Saint Paul,US,-93.050377,Burger King,MN
647 W Main St,Anoka,US,-93.403203,Taco Bell,MN
202 6th Ave S,Saint Cloud,US,-94.15746,Toppers Pizza,MN
4872 County Road 77,Nisswa,US,-94.29945,Wendy's,MN
630 Cahaba Valley Rd,Pelham,US,-86.7817,KFC,AL
579 Cahaba Valley Rd,Pelham,US,-86.78361,Wendy's,AL
600 Martin St N,Pell City,US,-86.28229,McDonald's,AL
7520 Southgate Blvd,Pompano Beach,US,-80.226911,McDonald's,FL
1241 Kalahari Dr,Baraboo,US,-89.77635,Jimmy John's,WI
1731 Montgomery Hwy,Birmingham,US,-86.80468,McDonalds,AL
611 Martin St N,Pell City,US,-86.283267,Taco Bell,AL
6550 Grand Ave,Gurnee,US,-87.96526,Chick-fil-A,IL
160 Vaughn Lane,Pell City,US,-86.2805,Arby's,AL
1310 Brady St,Chesaning,US,-84.13187,Burger King,MI
198 E Meighan Blvd,Gadsden,US,-85.988423,Arby's,AL
20704 Highway 365 N,Maumelle,US,-92.3853,KFC,AR
5741 Coral Ridge Dr,Pompano Beach,US,-80.278689,McDonald's,FL
720 E Front St,Traverse City,US,-85.6061,KFC,MI
4550 E McCain Blvd,North Little Rock,US,-92.213885,Rally's,AR
920 US Highway 31 S,Traverse City,US,-85.65734,Burger King,MI
2504 N US Highway 31 N,Traverse City,US,-85.52878,Burger King,MI
1054 E Front St,Traverse City,US,-85.59616,Burger King,MI
1810 S. Saginaw Road,Midland,US,-84.2142,Taco Bell,MI
6475 Gateway Road,Columbus,US,-84.8769,Mcdonald's,GA
2190 Holton Rd,Muskegon,US,-86.203138,Burger King,MI
1436 E Apple Ave,Muskegon,US,-86.208448,Burger King,MI
1815 E Sternberg Rd,Muskegon,US,-86.198109,Burger King,MI
3436 Henry St,Muskegon,US,-86.263502,Burger King,MI
816 E Front St,Traverse City,US,-85.6043,Taco Bell,MI
815 W Hallandale Beach Blvd,Hallandale,US,-80.1593,KFC,FL
3818 State Highway 119,Longmont,US,-104.982698,Taco Bell,CO
2312 Trustar Avenue NW,Bemidji,US,-94.89198,Arby's,MN
1000 Paul Bunyan Dr NW,Bemidji,US,-94.89392,Jimmy John's,MN
6675 E Grant Rd,Tucson,US,-110.84971,Chick-fil-A,AZ
6038 Memorial Dr,Stone Mountain,US,-84.19256,Burger King,GA
1680 Commerce Dr,Mankato,US,-94.033149,Culver's,MN
4537 Chamblee Dunwoody Rd,Atlanta,US,-84.31405,Burger King,GA
1101 S Front St,Mankato,US,-94.01404,Topper's Pizza,MN
78468 Highway 111,La Quinta,US,-116.295454,Del Taco,CA
34540 Monterey Ave,Palm Desert,US,-116.38755,Del Taco,CA
6150 Oxon Hill Rd,Oxon Hill,US,-76.9784,Burger King,MD
83131 Avenue 48,Coachella,US,-116.2143,McDonalds,CA
8510 Baltimore Ave,College Park,US,-76.932189,Burger King,MD
3052 Plank Rd,Fredericksburg,US,-77.51256,Burger King,VA
720 Maiden Lane,Joplin,US,-94.5318,SONIC Drive In,MO
701 S Maiden Ln,Joplin,US,-94.5308,Wendy's,MO
407a S Range Line Rd,Joplin,US,-94.47706,Jimmy John's,MO
2435 W Main St,Tupelo,US,-88.74444,Wendy's,MS
2465 W Main Street,Tupelo,US,-88.7459,McDonald's,MS
2615 West Main St,Tupelo,US,-88.7506,Krystal,MS
123 Arnold Crossroads Center,Arnold,US,-90.3737,Fazoli's,MO
28155 Harper Ave,Saint Clair Shores,US,-82.8979,KFC,MI
8710 Veterans Memorial Pkwy,O Fallon,US,-90.7207,Lion's Choice,MO
12345 College Blvd SC110,Overland Park,US,-94.726520754,Chick-fil-A,KS
39462 Trade Center Dr,Palmdale,US,-118.1432,Popeyes Chicken & Biscuits,CA
3536 Country Club Dr,Jefferson City,US,-92.2534,Wendy's,MO
2815 S Ten Mile Dr,Jefferson City,US,-92.224445,Arby's,MO
25 Westport Plaza Drive,Saint Louis,US,-90.4438,McDonald's,MO
1003 N Hwy 47,Warrenton,US,-91.1389,McDonald's,MO
2565 S Springfield Ave,Bolivar,US,-93.4008,Kum & Go,MO
2935 E Sunshine St,Springfield,US,-93.23604,SONIC Drive In,MO
1001 Belt Line Rd,Collinsville,US,-89.984712,Taco Bell,IL
1352 S 5th St,Saint Charles,US,-90.49274,Subway,MO
108 S Buchanan St,Edwardsville,US,-89.95296,Subway,IL
1 Harmar Landing Dr,Pittsburgh,US,-79.82945,KFC,PA
1003 Us Highway 301 S,Jacksonville,US,-81.98267,McDonald's,FL
911 S State St,Jerseyville,US,-90.31933,McDonald's,IL
2 Plaza Drive,Bethalto,US,-90.0576,McDonald's,IL
5330 W 72nd Ave,Arvada,US,-105.05525,Culver's,CO
601 S College Rd,Wilmington,US,-77.86808,Chick-Fil-A,NC
101 Village Rd NE,Leland,US,-78.000541,Hardee's,NC
11167 Lorraine Rd,Gulfport,US,-89.03222,McDonald's,AL
666 Harbor Blvd,Santa Ana,US,-117.9205,McDonald's,CA
758 E State St,Georgetown,US,-83.891758,Long John Silver's,OH
4401 McMasters Ave,Hannibal,US,-91.392,Long John Silver's,MO
3960 N Newton St,Jasper,US,-86.93798,Long John Silver's,IN
15555 San Pablo Ave 174,San Pablo,US,-122.3375,KFC,CA
539 N H St,Lompoc,US,-120.458,Jack in the Box,CA
946 East Liberty Street,York,US,-81.215627,Bojangles' Famous Chicken 'n Biscuits,SC
5402 Sunrise Boulevard,Citrus Heights,US,-121.2715,McDonald's,CA
3587 Riverdale Road,Memphis,US,-89.8303,Fazoli's,TN
5060 Central Ave NE,Minneapolis,US,-93.2478,KFC,MN
10220 W Colfax Ave 281,Denver,US,-105.1124,KFC,CO
2912 Hickory Hill Rd,Memphis,US,-89.86544,Burger King,TN
4650 Millbranch Rd,Memphis,US,-90.00705,Burger King,TN
3966 Park Ave,Memphis,US,-89.93045,Burger King,TN
524 Cox Rd,Gastonia,US,-81.13335,Arby's,NC
1624 J St,Modesto,US,-120.993578,Jack in the Box,CA
15050 Rogers Rd,Patterson,US,-121.175461,Jack in the Box,CA
200 Broadview Ave,Warrenton,US,-77.80622,KFC,VA
2251 Jacksboro Hwy,Fort Worth,US,-97.38285,KFC,TX
318 W 9th St,Mount Carmel,US,-87.76903,Long John Silver's,IL
701 Janette Dr,Vandalia,US,-89.097855,Long John Silver's,IL
33420 US Highway 19 N,Palm Harbor,US,-82.7392,KFC,FL
9 Byers Rts 119,New Stanton,US,-79.6105,McDonald's,PA
12118 Route 30,Irwin,US,-79.7422,McDonald's,PA
1410 N Expressway,Griffin,US,-84.28973,KFC,GA
15506 Kutztown Rd,Kutztown,US,-75.734575,Arby's,PA
1021 Morrow Rd,Medford,US,-122.8742,Taco Delight,OR
1237 Paris Pike,Georgetown,US,-84.54387,Arby's,KY
1816 Memorial Blvd,Murfreesboro,US,-86.385,KFC,TN
3802 S Holden Rd,Greensboro,US,-79.836987,Arby's,NC
1163 Jeffco Blvd,Arnold,US,-90.37339,Raising Cane's Chicken Fingers,MO
700 Park Street,Belmont,US,-81.0263,Arby's,NC
1635 Robb Dr,Reno,US,-119.882093,Jimmy John's,NV
2500 Golden Hill Rd,Paso Robles,US,-120.6578,Jack in the Box,CA
1111 Lincoln Way East,Massillon,US,-81.5111,Arby's,OH
226 W Main St,Pomeroy,US,-82.03719,KFC,OH
2205 Old Fort Pkwy,Murfreesboro,US,-86.4313,KFC,TN
1521 Bell Drive,Atwater,US,-120.6151,McDonalds,CA
311 North U.S. 31 South,Traverse City,US,-85.65743,KFC,MI
1907 4th St SW,Mason City,US,-93.23057,Jimmy John's,IA
921 Clinton St,Arkadelphia,US,-93.05733,KFC,AR
1112 N Milwaukee Ave,Libertyville,US,-87.95557,Jimmy John's,IL
2450 Windmill Ln Ste 200,Henderson,US,-115.117035,Jimmy John's,NV
131 Carmichael Rd,Hudson,US,-92.721212,Jimmy John's,WI
600 Hopkins Corner Dr,Waynesboro,US,-82.024,KFC,GA
2108 W Market St Ste 100,Johnson City,US,-82.38916,Jimmy John's,TN
1301 Broadway St N,Menomonie,US,-91.93248,Jimmy John's,WI
1300 N Town East Blvd Ste 106,Mesquite,US,-96.61502,Jimmy John's,TX
62 B S. Royal St.,Mobile,US,-88.04084,Jimmy John's,AL
1117 Cedar St Ste 140,Monticello,US,-93.79988,Jimmy John's,MN
101 Davidson Rd,Mount Vernon,US,-88.9609,Jimmy John's,IL
501 N Prospect Rd,Bloomington,US,-88.94902,KFC,IL
1706 W Market St,Bloomington,US,-89.01937,KFC,IL
211 Highway 7 South,Blue Springs,US,-94.19374,KFC,MO
640 N Main St,Bluffton,US,-85.17027,KFC,IN
1007 Putney Rd,Brattleboro,US,-72.55782,KFC,VT
4120 Highway 360 Ste 119,Fort Worth,US,-97.06024,Jimmy John's,TX
537 W 2nd St,Hastings,US,-98.38851,Jimmy John's,NE
1011 N Jefferson Way Ste 100,Indianola,US,-93.55905,Jimmy John's,IA
295 State Route 104,Oswego,US,-76.48117,KFC,NY
107 Ariel Circle,Osceola,US,-93.79694,KFC,IA
1022 Richmond Ave,Staunton,US,-79.0467,KFC,VA
1500 N Broad St,Tazewell,US,-83.5735,KFC,TN
113 Radio City Dr,Pekin,US,-89.62079,KFC,IL
1402 S 43rd St,Milwaukee,US,-87.967445,KFC,WI
1050 Homer Rd,Minden,US,-93.257,KFC,LA
182 U.S. Highway 321 By-Pass South,Winnsboro,US,-81.10093,KFC,SC
24 Woodlawn Dr,Park Hills,US,-90.48559,KFC,MO
1425 James Ave,Bedford,US,-86.5198,KFC,IN
2169 Rawsonville Rd,Belleville,US,-83.5427,KFC,MI
9089 Fields Ertel Rd,Cincinnati,US,-84.31007,KFC,OH
205 S Davis Ave,Cleveland,US,-90.71534,KFC,MS
10310 Iron Bridge Road,Chesterfield,US,-77.5022,KFC,VA
4804 N Sheridan Rd,Chicago,US,-87.654971,KFC,IL
8200 Hamilton Ave,Cincinnati,US,-84.5454,KFC,OH
1209 Avenue D,Snohomish,US,-122.09751,KFC,WA
703 E Atlantic St,South Hill,US,-78.1183,KFC,VA
3924 Portage Ave,South Bend,US,-86.2898,KFC,IN
631 Hill St,Ellisville,US,-89.20184,KFC,AL
1207 Bragg Blvd,Fayetteville,US,-78.90055,Kfc,NC
92 16th St,Wheatland,US,-104.96275,Burger King,WY
Route 115 & East End Blvd.,Wilkes Barre,US,-75.81464,Burger King,PA
715 W Baltimore St,Wilmington,US,-88.1601,Burger King,IL
720 Old San Antonio Rd,Buda,US,-97.82224,KFC,TX
32120 Date Palm Drive,Cathedral City,US,-116.45802,KFC,CA
410 E Leota St Ste 1,North Platte,US,-100.75955,Jimmy John's,NE
4120 E McCain Blvd,North Little Rock,US,-92.22253,Jimmy John's,AR
856 Statler Blvd,Staunton,US,-79.06677,Jimmy Johns,VA
823 Belknap St Ste 101,Superior,US,-92.09033,Jimmy John's,WI
109 S 2nd W,Rexburg,US,-111.7891,Jimmy John's,ID
1217 E Front St,Traverse City,US,-85.59159,Jimmy John's,MI
3754 Elm St,Saint Charles,US,-90.51447,Jimmy John's,MO
130 Blue Lakes Blvd N,Twin Falls,US,-114.46016,Jimmy John's,ID
1311 Monmouth St,Newport,US,-84.48495,KFC,KY
212 Nevada Ave,Trinidad,US,-104.51006,KFC / Taco Bell,CO
2342 Philadelphia Ave,Chambersburg,US,-77.63491,Kenny's Drive-In,PA
1829 Highway 90,Liberty,US,-95.0055,KFC,TX
789 Wolcott St,Waterbury,US,-73.010375,Arby's,CT
1329 Whalley Ave,New Haven,US,-72.97385,Burger King,CT
331 South Rd,Farmington,US,-72.76234,Wendy's,CT
524 Farmington Ave,Hartford,US,-72.709338,Burger King,CT
90 Airport Rd,Hartford,US,-72.667099,Wendy's,CT
7808 N Academy Blvd,Colorado Springs,US,-104.801681,Burger King,CO
6704 Forest Hill Blvd,West Palm Beach,US,-80.1459,Pollo Tropical,FL
3900 S State Road 7,Lake Worth,US,-80.2109,Burger King,FL
6903 Okeechobee Blvd,West Palm Beach,US,-80.1518,Burger King,FL
1760 S Military Trl,West Palm Beach,US,-80.1123,Burger King,FL
10030 Indiantown Rd,Jupiter,US,-80.1918,Mcdonald's,FL
100 State Rd 7,Wellington,US,-80.2018,McDonalds,FL
2210 Hwy 540A,Lakeland,US,-81.9254,McDonald's,FL
1725 E Sunrise Blvd,Fort Lauderdale,US,-80.124917,Burger King,FL
7226 State Road 54,New Port Richey,US,-82.6945,McDonald's,FL
10771 Gulf Blvd,Saint Petersburg,US,-82.769296,McDonald's,FL
9441 St Rd 52,Hudson,US,-82.6584,McDonald's,FL
4312 US Highway 19,New Port Richey,US,-82.735,KFC,FL
7390 Coral Way,Miami,US,-80.314871,Burger King,FL
3411 Busch Blvd,Tampa,US,-82.4223,McDonald's,FL
9951 Pines Blvd,Hollywood,US,-80.27742,KFC,FL
1600 S Andrews Ave,Fort Lauderdale,US,-80.14087,McDonald's,FL
6009 New Kings Rd,Jacksonville,US,-81.724224,Krystal,FL
5901 S University Dr,Fort Lauderdale,US,-80.2517,Burger King,FL
189 Palm Bay Rd NE,Melbourne,US,-80.6678,Burger King,FL
9496 Colerain Ave,Cincinnati,US,-84.59499,Chick-fil-A,OH
9740 Colerain Ave,Cincinnati,US,-84.5959,White Castle,OH
7921 Mall Rd,Florence,US,-84.65208,Jimmy John's,KY
1740 Orrington Ave,Evanston,US,-87.680379,Burger King,IL
5493 Business Hwy 151,Marion,US,-91.553,McDonald's,IA
3215 Adventureland Dr,Altoona,US,-93.49673,McDonald's,IA
6090 Miramar Pkwy,Hollywood,US,-80.2083,KFC,FL
1335 Hurffville Rd,West Deptford,US,-75.09013,Arby's,NJ
16177 West Rd,Trenton,US,-83.217,KFC,MI
4998 Highland Rd Ste D,Waterford,US,-83.38581,Jimmy John's,MI
950 W Peachtree St NW #250,Atlanta,US,-84.38811,Pita Pit,GA
2320 N Federal Hwy,Pompano Beach,US,-80.0996,Pollo Tropical,FL
1013 Court St,Pekin,US,-89.636833,McDonald's,IL
2802 W Fir St,Perry,US,-97.32412,McDonald's,OK
816 W Main St,Jacksonville,US,-92.11802,McDonald's,AR
1110 W Broadway Ave,Jackson,US,-110.78682,McDonald's,WY
2520 S Gallatin St,Jackson,US,-90.19158,McDonald's,AL
24 Fenn Rd,Newington,US,-72.75655,"MOOYAH Burgers, Fries & Shakes",CT
159 Highway 165 S,Oakdale,US,-92.66499,McDonald's,LA
505 Lincoln Hwy,North Versailles,US,-79.827721,McDonald's,PA
1834 Highway 31 N,Lonoke,US,-91.88607,McDonald's,AR
106 E Broadway St,Loogootee,US,-86.91264,McDonald's,IN
1166 N Muldoon Rd,Anchorage,US,-149.74467,McDonald's,AK
1521 W Cameron Ave,Rockdale,US,-97.01831,McDonald's,TX
621 E 200 N,Roosevelt,US,-109.98212,McDonald's,UT
180 Montgomery Pike,Williamsport,US,-76.987329,McDonald's,PA
2118 Cleveland Rd W,Huron,US,-82.59233,McDonald's,OH
1205 Commons Cir,Plover,US,-89.51668,McDonald's,WI
1464 Main St,Willimantic,US,-72.23403,McDonald's,CT
423 W Main St,Pomeroy,US,-82.04188,McDonald's,OH
36390 Euclid Ave,Willoughby,US,-81.4284,McDonald's,OH
11591 Frankstown Rd,Pittsburgh,US,-79.8292,McDonald's,PA
524 W Washington St,Pittsfield,US,-90.81266,McDonald's,IL
145 Highway 15 N,Pontotoc,US,-89.01857,McDonald's,MS
960 W Reynolds St,Pontiac,US,-88.64309,McDonald's,IL
60 Home St,Huntington,US,-85.504043,McDonald's,IN
4044 E Southport Rd,Indianapolis,US,-86.098015,McDonald's,IN
1207 N Jefferson Way,Indianola,US,-93.55905,McDonald's,IA
4545 W 38th St,Indianapolis,US,-86.23683,McDonald's,IN
1726 Bagnell Dam Blvd,Lake Ozark,US,-92.64291,McDonald's,MO
44 S Park Dr,Colchester,US,-73.17974,McDonald's,VT
1106 Hurffville Rd,West Deptford,US,-75.08859,McDonald's,NJ
2805 Fern Valley Rd,Louisville,US,-85.71216,Waffle House,KY
920 W Broadway,Centralia,US,-89.1479,Wendy's,IL
2191 Independence Dr,Greenwood,US,-86.1008,Long John Silver's,IN
8800 Sepulveda Blvd,North Hills,US,-118.46727,KFC,CA
1515 Julian R Allsbrook Hwy,Roanoke Rapids,US,-77.63654,McDonald's,NC
1711 Julian R Allsbrook Hwy,Roanoke Rapids,US,-77.6348,Hardee's,NC
280 Premier Blvd,Roanoke Rapids,US,-77.63228,Chick-Fil-A,NC
1801 Julian R Allsbrook Hwy,Roanoke Rapids,US,-77.634273,Taco Bell,NC
1499 Julian R Allsbrook Hwy,Roanoke Rapids,US,-77.637117,Wendy's,NC
1480 Julian R Allsbrook Hwy,Roanoke Rapids,US,-77.63802,Burger King,NC
916 W Broad St,Saint Pauls,US,-78.98403,Burger King,NC
613 E 4th Ave,Red Springs,US,-79.17371,McDonald's,NC
2692 Madison Rd Ste A1,Cincinnati,US,-84.445654,Boston Market,OH
1114 E Broad St,Rockingham,US,-79.7548,Arby's,NC
1704 N Sandhills Blvd,Aberdeen,US,-79.4154,KFC,NC
310 N Salisbury Ave,Spencer,US,-80.425686,Bojangles' Famous Chicken 'n Biscuits,NC
